Id,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
320, on 12/19/16 08:57 AM (PST),Kristi Deal ,2012 Dodge Avenger Sedan R/T 4dr Sedan (3.6L 6cyl 6A),2012 Dodge Avenger heater blows cold air," I bought my car brand new and it has been in the shop 5 times to be fixed. The heater core and radiator were changed a few months after I bought it because the heater was blowing freezing cold air out of the passenger side. The repair shop told me it was because when they put the sealant on the car when it was built they used too much and it went into the radiator and through the cooling/heating system. Obviously that was not true and It is now again blowing freezing cold air on the passenger side. This is horrible. It is 5 degrees outside here and I cannot even get my car warm to get my son to school and me to work. This really needs to be addressed and fixed by DODGE, not the car owner. I have seen 100's of complaints on this issue with the same car. I am at a point where I really just want a different car because something keeps happening with this car. The electrical system had to be replaced due to faulty issues, wipers didn't work properly they would go on by themselves, then they would not work at all. In the winter time when I start the car it sounds like there is something screaming under the hood. There is a clicking noise in the car when it is hot outside and the repair shop cannot find anything wrong? The breaks had to be replaced right after I got the car because they squealed when in reverse. I had to take the car back a few weeks after they changed the breaks because of the squealing because guess what, they started squealing again. I was told it is normal because of the new break pads they use on Dodge vehicles. They said there is a coating on the pads that make them ALL squeal. That is NOT TRUE.",3
321, on 07/24/16 21:55 PM (PDT),very unsatisfied customer ,2012 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 6A),look elsewhere first, bought a used 2012 avenger 7/11/15 and by 10/15 need front breaks and now i either need a new transmission or something called a powertrain control module.will never purchase a dodge product new or used again to many problems to have on a car i had just over a year,2
322, on 07/24/16 16:16 PM (PDT),Gary Rorye ,2012 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 6A),"Bought new, no odd repairs, drives great", ,5
323, on 05/24/16 18:25 PM (PDT),Michael ,2012 Dodge Avenger Sedan SE 4dr Sedan (2.4L 4cyl 4A),bulletproof [non-permissible content removed]," I've owned this car since 2013, purchased with 32k miles.  It is now 78k miles and have no serious problems.  It is reliable, but there are a lot of problems.*I could almost outrun this car until it hits 4500rpm.  It is super-slow.  Lead brick with wheels slow.*Electronics have a lot of issues.*Transmission is absolutely awful.  It doesn't know what gear to get into.  Stomp the gas and you can almost see the engine say '???????' *It says curb weight is ~3400 lbs, but it feels much larger and heavier.  *Very harsh, rough ride.  For a suspension this tight, it needs to be more powerful.",2
324, on 04/13/16 00:34 AM (PDT),David ,2012 Dodge Avenger Sedan R/T 4dr Sedan (3.6L 6cyl 6A),V6 Flex fuel 3.6," We bought the car with good intentions of keeping it for years, Until the winter came, Then we wanted to drive it off a cliff. Traction control REALLY sucks. It don't matter if it's rain or snow the rear end of the car goes ALL OVER THE PLACE. It's hard to keep control of it. We thought it was the tires, SOOOOOO. We bought brand new 65,000 mile ALL SEASO tires at Les Schwab. Well guess what ? It still did the same thing. We took it back to Les Schwab to have it checked out and was told there is nothing wrong with the tires and they have had MANY Dodge Avengers in because of the same problem. It's pretty sad that I have to drive at 15 mph and everyone else is passing by me like if I was standing still.As far as performance,,,It's got GREAT POWER, especially when climbing  8% grades in the mountains. I pass people like THEY are standing still. I put a FLOWMASTER exaust system on it and it sounds like a muscle car. People are always turning their heads.I ALSO have the issue with cold air blowing out of the passenger side and dealership won't do anything about it. Now with that being said, We will NEVER buy a Chrysler vehicle again. We can't wait to trade it in for something different. My advise to you would be,,,DON'T BUY A DODGE AVENGER BECAUSE YOU WILL REGRET IT.",2
325, on 12/06/15 19:13 PM (PST),Brenda Coleman ,2012 Dodge Avenger Sedan R/T 4dr Sedan (3.6L 6cyl 6A),Love my Avenger!, ,5
326, on 12/05/15 11:42 AM (PST),Frank ,2012 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 6A),Heater Core Needs a recall," This car performs well.  There are a few things that needs to be address before the avenger can be a really neat ride.  The Heater core seems to be a major issue with this vehicle.  Especially if you live in cold areas.  The Heater only blows warm air on the driver side of the vehicle and cold air on the passenger side.  Dodge is well aware of this issue but has not done a recall on this placing the cost to repair this problem onto the consumer.  Even then there is no assurance this problem will not return since the problem is in the faulty part.  The cost can be anywhere from $900 to $1300 to repair depending on your area mechanics. Cold air in the winter renders this vehicle useless during the winter season.  My vehicle is currently parked now and I am seriously consider trading this vehicle in for another one.  Mostly because I refuse to pay to fix something that is flawed and Dodge knows that it is.  Making you feel like you purchased a lemon.  Not right Dodge, not right...I need a vehicle I can drive year round and not for 6 or 7 months out of the year.  In Kansas it has really cool down in the temps. So it's looking like this vehicle will be parked November- March, and that's if the weather is not crazy cold in March.  So with that said I encourage anyone having issues with their heating system in their dodge avenger to speak up and be heard.  Not sure what it will take to make Dodge do a recall on this issue.  For me, I'll be looking to trade this vehicle in if Dodge refuse to act by January.. Maybe someone in Florida or LA can use a ride that cools pretty well in the summer months, but they better not take a trip up North during the Fall.",2
327, on 07/01/15 13:30 PM (PDT),sachi25 ,2012 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 6A),I drive a 2012 Dodge Avenger and it is Fantastic!!!," My first experience driving this car was thru Enterprise Rental. I had it for a full month and decided this had to be my new car! The rental was a 2014, but when I noticed that the 2012 looked almost exactly the same, I chose the 2012. My 2012 has 38,000 miles on it and drives like a dream! It has satellite radio in it with a power driver's seat as well as great rims, a beautiful white body, and black interior. I love this car! A special thanks to Lahti's of Leominster, MA! I bought this for 12,900 at 32,100 miles. I typically get about 26-27 miles to the gallon,sometimes as low as 24.5/city. It has gotten as many as 29.7/highway(possibly 31/highway). Mine is a 2.4 liter & drives like a 6! ",5
328, on 05/12/15 14:53 PM (PDT),slowhand2 ,2012 Dodge Avenger Sedan R/T 4dr Sedan (3.6L 6cyl 6A),2012 DODGE AVENGER, I just love my 2012 dodge avenger r/t I have not spent a penny on it since I bought it.i get more double takes from people..wow nice car is it new? I would buy another again but they don't make the avenger anymore:-( still a damn nice car.,5
329, on 11/26/14 08:50 AM (PST),imports4ever ,2012 Dodge Avenger Sedan SE 4dr Sedan (2.4L 4cyl 4A),2012 SE V-6....not an option above," I am very disappointed in this car.  It is just shy of 3 yrs old and I have put $1200 in to the car in two months.  All electronics or emissions issues that are not covered by the warranty.  The engine, 3.6L Pentastar, is the only good thing about this pile of flaming poo.  The transmission is so lazy I'm amazed it even bothers to show up. Rattles and creaks.  Quiet and above average in comfort.  Mileage is horrendous! I've never gotten more than 19 mpg combined.  On long drives (flat highway 65 mph) you can get up to 29 mpg, but that only happened one time. Chews up tires like Rolaids.  47,750 miles as of this morning and I'm just so disappointed.  Going back to VW. Diesel.",2.75
330, on 07/09/14 14:38 PM (PDT),kshizzle ,2012 Dodge Avenger Sedan SXT Plus 4dr Sedan (3.6L 6cyl 6A),My favorite car I have ever owned.," This is the 6th car I have owned and I can honestly say that I am finally driving the exact car that I wanted to be driving.Before I bought my Avenger I had always settled for what was available (hand me down cars) as well as what was cheap and reliable.I drove a Corolla for 12 years and that made the decision to settle for nothing less then a 6 cylinder engine that much easier.I drove most the cars in this class (G6, Malibu, Camry etc...) as rental cars but when I rented the Avenger I was sold.Most people on the road do not understand that it has a 3.6 liter 283 hp engine inside.Easily enough to beat all of the cars in its class.Fun car for sure.",4.75
331, on 07/08/14 13:55 PM (PDT),iamkristen ,2012 Dodge Avenger Sedan SXT Plus 4dr Sedan (3.6L 6cyl 6A),"I love it, but . . ."," I really do love this car.The engine is fantastic.Awesome performance!Its exterior is eye-catching and sleek.The car is a combination of sporty and practical.Now what I don't like . . .The people who work in the service department of the dealership where I bought the car know me.The car has been in there THAT often.Various censors or detectors that trigger the engine light, the ABS/traction/cruise control system, a misfiring cylinder, visor clip broke off, the entire control panel (lock/window switch) in the passenger side door came out, the vents were flopping closed . . . and I have about 50k miles now.Everything but the ABS issue was when the car was under 36k miles.",4.5
332, on 03/01/14 19:14 PM (PST),bv41706 ,2012 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 6A),Great car for the price," Bought mine new with 3 miles on it in 2012 and have loved every minute driving it. I have a long drive to work and take business trips from time to time and if I leave it in cruise control on the highway set between 65-70 mph, i have gotten 36+mpg average on the highway.I have had trouble getting it to start in the cold, but only the one day when the temp here in NY dropped to -20 overnight and i realized that it was because i had left something plugged in and have had no trouble since.I have had no problems with it and i just today turned 48k miles on it and it still drives like the day i bought it.no problems whatsoever.",5
333, on 07/18/13 19:17 PM (PDT),matchbox20fan ,2012 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 6A),Screeching noise," My avenger makes a horrible screeching sound when I back up in low speed and apply brakes.My backing plate, rear rotors pads and clips have been replaced only to make the sound worse and now noise is heard when I go forward also.I have notified Chrysler only to be turned away because no dealership can find a problem.Yet all heads turn when my car is leaving",2.625
334, on 05/09/13 12:32 PM (PDT),james273 ,2012 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 6A),Junk, I bought the car brand new and now have 21000 miles on it. Worst car I ever owned. Has been in the shop multiple times for the hvac system not working properly. Now the ride has gotten worse. It feels like the rear struts went bad. The 4 cylinder engine is okay on power but not something to brag about and I dont get anywhere near the estimated mpg as the sticker says. Also had problems with the speedometer and transmission intermittently not working properly. The trade in value of this car is low. For the age of the car I expected more. With this car it truly is buyer be ware. ,2.375
